"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",14.6,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",11.4,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",30.1,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",31.9,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",20.1,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2016","2016",18.3,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",93.6,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",93,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",94.2,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",90.8,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",87,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",88.7,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",87.7,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",91.9,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",89.6,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",89.9,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",85.7,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",84.7,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",88,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",69.6,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",68.1,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2015","2015",79.9,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2016","2016",81.7,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",0.5,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",0.6,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",0.2,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",0.2,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",0.3,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2005","2005",0.2,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2006","2006",0.1,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2007","2007",0.2,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2008","2008",0.2,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2009","2009",0.4,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2010","2010",0.4,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2011","2011",0.6,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2012","2012",0.6,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2013","2013",0.3,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2000","2000",51,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2001","2001",30.2,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2002","2002",21.7,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2003","2003",16.6,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2004","2004",21.8,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2005","2005",24.4,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2006","2006",15,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2007","2007",12.9,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2008","2008",13.3,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2009","2009",13.7,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2010","2010",27.4,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2011","2011",31.3,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2012","2012",28,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2013","2013",33,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2014","2014",47.9,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2015","2015",50.7,,
"HRV","Croatia","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2016","2016",54.3,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2000","2000",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2001","2001",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2002","2002",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2003","2003",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2004","2004",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2005","2005",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2006","2006",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2007","2007",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2008","2008",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2009","2009",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2010","2010",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2011","2011",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2012","2012",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2013","2013",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2014","2014",72,,
"CZE","Czech Republic","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2015","2015",72,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2000","2000",0.9,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2001","2001",0.9,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2002","2002",0.9,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2003","2003",0.9,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2004","2004",0.9,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2005","2005",1,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2006","2006",1,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2007","2007",1.1,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2008","2008",1.2,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2009","2009",1.2,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2010","2010",1.3,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2011","2011",1.3,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2012","2012",1.3,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2013","2013",1.3,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2014","2014",1.4,,
"CZE","Czech Republic","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2015","2015",1.4,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2000","2000",30.2,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2001","2001",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2002","2002",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2003","2003",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2004","2004",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2005","2005",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2006","2006",30.2,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2007","2007",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2008","2008",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2009","2009",29.9,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2010","2010",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2011","2011",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2012","2012",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2013","2013",30,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2014","2014",30.1,,
"CZE","Czech Republic","IND-INFR-URB-SHARE","Share of urban roads in total road network","2015","2015",30,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",12.12,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",12.22,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",12.29,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",12.3,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",12.28,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",12.31,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",12.29,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",12.29,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",12.28,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",12.35,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",12.39,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",12.26,,
"CZE","Czech Republic","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",12.26,,
